TransactionID,Date,Item,Category,Season
80,2024-12-13,Spinach,Vegetable,Winter
81,2024-12-04,Garlic,Vegetable,All
81,2024-12-04,Cauliflower,Vegetable,Winter
81,2024-12-04,Potato,Vegetable,All
81,2024-12-04,Cabbage,Vegetable,Winter
81,2024-12-04,Ginger,Vegetable,All
82,2024-01-26,Potato,Vegetable,All
82,2024-01-26,Spinach,Vegetable,Winter
82,2024-01-26,Onion,Vegetable,All
82,2024-01-26,Ginger,Vegetable,All
82,2024-01-26,Carrot,Vegetable,Winter
83,2024-02-11,Garlic,Vegetable,All
83,2024-02-11,Guava,Fruit,Winter
83,2024-02-11,Cabbage,Vegetable,Winter
84,2024-12-11,Spinach,Vegetable,Winter
84,2024-12-11,Green Peas,Vegetable,Winter
84,2024-12-11,Beetroot,Vegetable,Winter
84,2024-12-11,Garlic,Vegetable,All
85,2024-12-18,Coriander,Vegetable,All
85,2024-12-18,Ginger,Vegetable,All
86,2024-04-06,Watermelon,Fruit,Summer
86,2024-04-06,Capsicum,Vegetable,Summer
86,2024-04-06,Ginger,Vegetable,All
87,2024-02-09,Carrot,Vegetable,Winter
87,2024-02-09,Apple,Fruit,Winter
88,2024-06-22,Ladyfinger,Vegetable,Summer
88,2024-06-22,Potato,Vegetable,All
88,2024-06-22,Mango,Fruit,Summer
88,2024-06-22,Ginger,Vegetable,All
88,2024-06-22,Onion,Vegetable,All
89,2024-05-22,Pineapple,Fruit,Summer
89,2024-05-22,Mango,Fruit,Summer
89,2024-05-22,Watermelon,Fruit,Summer
90,2024-09-06,Banana,Fruit,Rainy
90,2024-09-06,Radish,Vegetable,Rainy
90,2024-09-06,Bottle Gourd,Vegetable,Rainy
90,2024-09-06,Coriander,Vegetable,All
90,2024-09-06,Brinjal,Vegetable,Rainy
91,2024-04-26,Ladyfinger,Vegetable,Summer
91,2024-04-26,Mango,Fruit,Summer
91,2024-04-26,Muskmelon,Fruit,Summer
91,2024-04-26,Watermelon,Fruit,Summer
91,2024-04-26,Coriander,Vegetable,All
92,2024-01-16,Coriander,Vegetable,All
92,2024-01-16,Potato,Vegetable,All
92,2024-01-16,Onion,Vegetable,All
93,2024-07-28,Coriander,Vegetable,All
93,2024-07-28,Garlic,Vegetable,All
93,2024-07-28,Chilli,Vegetable,Rainy
93,2024-07-28,Pumpkin,Vegetable,Rainy
93,2024-07-28,Brinjal,Vegetable,Rainy
94,2024-05-09,Papaya,Fruit,Summer
94,2024-05-09,Garlic,Vegetable,All
94,2024-05-09,Ginger,Vegetable,All
95,2024-07-27,Bottle Gourd,Vegetable,Rainy
95,2024-07-27,Ginger,Vegetable,All
95,2024-07-27,Garlic,Vegetable,All
96,2024-09-06,Brinjal,Vegetable,Rainy
96,2024-09-06,Chilli,Vegetable,Rainy
96,2024-09-06,Ginger,Vegetable,All
97,2024-02-14,Potato,Vegetable,All
97,2024-02-14,Guava,Fruit,Winter
97,2024-02-14,Coriander,Vegetable,All
97,2024-02-14,Carrot,Vegetable,Winter
98,2024-12-03,Onion,Vegetable,All
98,2024-12-03,Cauliflower,Vegetable,Winter
99,2024-02-10,Cabbage,Vegetable,Winter
99,2024-02-10,Beetroot,Vegetable,Winter
99,2024-02-10,Green Peas,Vegetable,Winter
100,2024-08-23,Potato,Vegetable,All
100,2024-08-23,Chilli,Vegetable,Rainy
100,2024-08-23,Ginger,Vegetable,All
100,2024-08-23,Brinjal,Vegetable,Rainy
100,2024-08-23,Coriander,Vegetable,All
101,2024-08-25,Potato,Vegetable,All
101,2024-08-25,Radish,Vegetable,Rainy
101,2024-08-25,Ginger,Vegetable,All
101,2024-08-25,Pumpkin,Vegetable,Rainy
102,2024-04-05,Garlic,Vegetable,All
102,2024-04-05,Tomato,Vegetable,Summer
102,2024-04-05,Capsicum,Vegetable,Summer
102,2024-04-05,Pineapple,Fruit,Summer
102,2024-04-05,Papaya,Fruit,Summer
103,2024-11-10,Spinach,Vegetable,Winter
103,2024-11-10,Potato,Vegetable,All
104,2024-07-12,Onion,Vegetable,All
104,2024-07-12,Bottle Gourd,Vegetable,Rainy
104,2024-07-12,Potato,Vegetable,All
105,2024-07-03,Pumpkin,Vegetable,Rainy
105,2024-07-03,Chilli,Vegetable,Rainy
105,2024-07-03,Onion,Vegetable,All
106,2024-11-20,Green Peas,Vegetable,Winter
106,2024-11-20,Beetroot,Vegetable,Winter
106,2024-11-20,Garlic,Vegetable,All
106,2024-11-20,Coriander,Vegetable,All
106,2024-11-20,Guava,Fruit,Winter
107,2024-07-10,Potato,Vegetable,All
107,2024-07-10,Chilli,Vegetable,Rainy
107,2024-07-10,Bottle Gourd,Vegetable,Rainy
107,2024-07-10,Garlic,Vegetable,All
108,2024-09-27,Brinjal,Vegetable,Rainy
108,2024-09-27,Potato,Vegetable,All
108,2024-09-27,Banana,Fruit,Rainy
108,2024-09-27,Chilli,Vegetable,Rainy
109,2024-06-21,Coriander,Vegetable,All
109,2024-06-21,Capsicum,Vegetable,Summer
109,2024-06-21,Ladyfinger,Vegetable,Summer
110,2024-12-17,Cabbage,Vegetable,Winter
110,2024-12-17,Garlic,Vegetable,All
110,2024-12-17,Beetroot,Vegetable,Winter
110,2024-12-17,Onion,Vegetable,All
110,2024-12-17,Spinach,Vegetable,Winter
111,2024-05-21,Ladyfinger,Vegetable,Summer
111,2024-05-21,Tomato,Vegetable,Summer
111,2024-05-21,Mango,Fruit,Summer
112,2024-12-15,Garlic,Vegetable,All
112,2024-12-15,Green Peas,Vegetable,Winter
113,2024-01-30,Guava,Fruit,Winter
113,2024-01-30,Onion,Vegetable,All
114,2024-05-24,Watermelon,Fruit,Summer
114,2024-05-24,Garlic,Vegetable,All
114,2024-05-24,Pineapple,Fruit,Summer
114,2024-05-24,Coriander,Vegetable,All
114,2024-05-24,Ladyfinger,Vegetable,Summer
115,2024-03-31,Muskmelon,Fruit,Summer
115,2024-03-31,Capsicum,Vegetable,Summer
115,2024-03-31,Mango,Fruit,Summer
115,2024-03-31,Ginger,Vegetable,All
115,2024-03-31,Papaya,Fruit,Summer
116,2024-09-24,Banana,Fruit,Rainy
116,2024-09-24,Coriander,Vegetable,All
116,2024-09-24,Ginger,Vegetable,All
117,2024-03-29,Capsicum,Vegetable,Summer
117,2024-03-29,Watermelon,Fruit,Summer
117,2024-03-29,Garlic,Vegetable,All
118,2024-06-22,Coriander,Vegetable,All
118,2024-06-22,Watermelon,Fruit,Summer
118,2024-06-22,Garlic,Vegetable,All
119,2024-07-02,Chilli,Vegetable,Rainy
119,2024-07-02,Bottle Gourd,Vegetable,Rainy
120,2024-07-16,Onion,Vegetable,All
120,2024-07-16,Ginger,Vegetable,All
120,2024-07-16,Banana,Fruit,Rainy
120,2024-07-16,Radish,Vegetable,Rainy
121,2024-06-04,Watermelon,Fruit,Summer
121,2024-06-04,Pineapple,Fruit,Summer
121,2024-06-04,Capsicum,Vegetable,Summer
121,2024-06-04,Papaya,Fruit,Summer
122,2024-03-04,Watermelon,Fruit,Summer
122,2024-03-04,Ginger,Vegetable,All
122,2024-03-04,Onion,Vegetable,All
122,2024-03-04,Pineapple,Fruit,Summer
123,2024-04-23,Muskmelon,Fruit,Summer
123,2024-04-23,Ginger,Vegetable,All
123,2024-04-23,Ladyfinger,Vegetable,Summer
123,2024-04-23,Pineapple,Fruit,Summer
123,2024-04-23,Capsicum,Vegetable,Summer
124,2024-12-07,Beetroot,Vegetable,Winter
124,2024-12-07,Ginger,Vegetable,All
124,2024-12-07,Garlic,Vegetable,All
124,2024-12-07,Potato,Vegetable,All
125,2024-12-24,Ginger,Vegetable,All
125,2024-12-24,Potato,Vegetable,All
125,2024-12-24,Cabbage,Vegetable,Winter
125,2024-12-24,Coriander,Vegetable,All
125,2024-12-24,Carrot,Vegetable,Winter
126,2024-02-01,Ginger,Vegetable,All
126,2024-02-01,Garlic,Vegetable,All
126,2024-02-01,Onion,Vegetable,All
127,2024-11-26,Ginger,Vegetable,All
127,2024-11-26,Spinach,Vegetable,Winter
127,2024-11-26,Apple,Fruit,Winter
127,2024-11-26,Guava,Fruit,Winter
128,2024-11-24,Green Peas,Vegetable,Winter
128,2024-11-24,Spinach,Vegetable,Winter
128,2024-11-24,Potato,Vegetable,All
128,2024-11-24,Apple,Fruit,Winter
128,2024-11-24,Guava,Fruit,Winter
129,2024-10-25,Potato,Vegetable,All
129,2024-10-25,Onion,Vegetable,All
129,2024-10-25,Ginger,Vegetable,All
129,2024-10-25,Coriander,Vegetable,All
129,2024-10-25,Garlic,Vegetable,All
130,2024-10-19,Onion,Vegetable,All
130,2024-10-19,Garlic,Vegetable,All
130,2024-10-19,Coriander,Vegetable,All
130,2024-10-19,Potato,Vegetable,All
131,2024-03-09,Coriander,Vegetable,All
131,2024-03-09,Mango,Fruit,Summer
131,2024-03-09,Tomato,Vegetable,Summer
132,2024-02-28,Onion,Vegetable,All
132,2024-02-28,Beetroot,Vegetable,Winter
132,2024-02-28,Cabbage,Vegetable,Winter
132,2024-02-28,Carrot,Vegetable,Winter
132,2024-02-28,Potato,Vegetable,All
133,2024-10-06,Ginger,Vegetable,All
133,2024-10-06,Garlic,Vegetable,All
133,2024-10-06,Onion,Vegetable,All
133,2024-10-06,Coriander,Vegetable,All
133,2024-10-06,Potato,Vegetable,All
134,2024-01-01,Cabbage,Vegetable,Winter
134,2024-01-01,Spinach,Vegetable,Winter
134,2024-01-01,Ginger,Vegetable,All
135,2024-07-27,Garlic,Vegetable,All
135,2024-07-27,Coriander,Vegetable,All
136,2024-12-13,Guava,Fruit,Winter
136,2024-12-13,Cauliflower,Vegetable,Winter
137,2024-01-19,Cabbage,Vegetable,Winter
137,2024-01-19,Apple,Fruit,Winter
138,2024-08-23,Coriander,Vegetable,All
138,2024-08-23,Brinjal,Vegetable,Rainy
138,2024-08-23,Ginger,Vegetable,All
138,2024-08-23,Chilli,Vegetable,Rainy
139,2024-11-08,Carrot,Vegetable,Winter
139,2024-11-08,Ginger,Vegetable,All
139,2024-11-08,Cauliflower,Vegetable,Winter
139,2024-11-08,Garlic,Vegetable,All
140,2024-02-05,Ginger,Vegetable,All
140,2024-02-05,Carrot,Vegetable,Winter
140,2024-02-05,Garlic,Vegetable,All
140,2024-02-05,Onion,Vegetable,All
141,2024-07-20,Coriander,Vegetable,All
141,2024-07-20,Bottle Gourd,Vegetable,Rainy
142,2024-08-10,Bottle Gourd,Vegetable,Rainy
142,2024-08-10,Chilli,Vegetable,Rainy
142,2024-08-10,Radish,Vegetable,Rainy
142,2024-08-10,Pumpkin,Vegetable,Rainy
142,2024-08-10,Ginger,Vegetable,All
143,2024-12-09,Potato,Vegetable,All
143,2024-12-09,Cauliflower,Vegetable,Winter
143,2024-12-09,Beetroot,Vegetable,Winter
144,2024-09-12,Potato,Vegetable,All
144,2024-09-12,Pumpkin,Vegetable,Rainy
144,2024-09-12,Chilli,Vegetable,Rainy
144,2024-09-12,Radish,Vegetable,Rainy
144,2024-09-12,Brinjal,Vegetable,Rainy
145,2024-12-19,Cabbage,Vegetable,Winter
145,2024-12-19,Spinach,Vegetable,Winter
145,2024-12-19,Potato,Vegetable,All
145,2024-12-19,Onion,Vegetable,All
145,2024-12-19,Beetroot,Vegetable,Winter
146,2024-01-17,Ginger,Vegetable,All
146,2024-01-17,Spinach,Vegetable,Winter
146,2024-01-17,Guava,Fruit,Winter
146,2024-01-17,Apple,Fruit,Winter
146,2024-01-17,Garlic,Vegetable,All
147,2024-06-21,Capsicum,Vegetable,Summer
147,2024-06-21,Mango,Fruit,Summer
147,2024-06-21,Papaya,Fruit,Summer
148,2024-08-27,Potato,Vegetable,All
148,2024-08-27,Ginger,Vegetable,All
149,2024-09-30,Ginger,Vegetable,All
149,2024-09-30,Garlic,Vegetable,All
149,2024-09-30,Onion,Vegetable,All
149,2024-09-30,Coriander,Vegetable,All
150,2024-11-07,Garlic,Vegetable,All
150,2024-11-07,Spinach,Vegetable,Winter
151,2024-05-28,Capsicum,Vegetable,Summer
151,2024-05-28,Ginger,Vegetable,All
152,2024-12-19,Cabbage,Vegetable,Winter
152,2024-12-19,Green Peas,Vegetable,Winter
153,2024-05-05,Ladyfinger,Vegetable,Summer
153,2024-05-05,Pineapple,Fruit,Summer
153,2024-05-05,Garlic,Vegetable,All
153,2024-05-05,Watermelon,Fruit,Summer
153,2024-05-05,Tomato,Vegetable,Summer
154,2024-10-21,Onion,Vegetable,All
154,2024-10-21,Ginger,Vegetable,All
155,2024-05-15,Tomato,Vegetable,Summer
155,2024-05-15,Capsicum,Vegetable,Summer
155,2024-05-15,Coriander,Vegetable,All
155,2024-05-15,Garlic,Vegetable,All
156,2024-07-27,Bottle Gourd,Vegetable,Rainy
156,2024-07-27,Onion,Vegetable,All
156,2024-07-27,Pumpkin,Vegetable,Rainy
156,2024-07-27,Garlic,Vegetable,All
156,2024-07-27,Potato,Vegetable,All
157,2024-12-22,Onion,Vegetable,All
157,2024-12-22,Cabbage,Vegetable,Winter
157,2024-12-22,Carrot,Vegetable,Winter
158,2024-06-06,Papaya,Fruit,Summer
158,2024-06-06,Onion,Vegetable,All
158,2024-06-06,Muskmelon,Fruit,Summer
159,2024-08-31,Banana,Fruit,Rainy
159,2024-08-31,Onion,Vegetable,All
160,2024-04-29,Mango,Fruit,Summer
160,2024-04-29,Papaya,Fruit,Summer
161,2024-02-08,Carrot,Vegetable,Winter
161,2024-02-08,Garlic,Vegetable,All
161,2024-02-08,Onion,Vegetable,All
161,2024-02-08,Coriander,Vegetable,All
162,2024-06-15,Ladyfinger,Vegetable,Summer
162,2024-06-15,Tomato,Vegetable,Summer
162,2024-06-15,Potato,Vegetable,All
163,2024-07-02,Potato,Vegetable,All
163,2024-07-02,Radish,Vegetable,Rainy
164,2024-02-28,Cabbage,Vegetable,Winter
164,2024-02-28,Guava,Fruit,Winter
164,2024-02-28,Spinach,Vegetable,Winter
164,2024-02-28,Cauliflower,Vegetable,Winter
164,2024-02-28,Garlic,Vegetable,All
165,2024-03-17,Ginger,Vegetable,All
165,2024-03-17,Ladyfinger,Vegetable,Summer
165,2024-03-17,Capsicum,Vegetable,Summer
165,2024-03-17,Muskmelon,Fruit,Summer
165,2024-03-17,Garlic,Vegetable,All
166,2024-12-01,Spinach,Vegetable,Winter
166,2024-12-01,Potato,Vegetable,All
166,2024-12-01,Carrot,Vegetable,Winter
166,2024-12-01,Ginger,Vegetable,All
167,2024-10-13,Coriander,Vegetable,All
167,2024-10-13,Ginger,Vegetable,All
167,2024-10-13,Potato,Vegetable,All
167,2024-10-13,Onion,Vegetable,All
